raw_intervention_name,normalized_name,nct_ids,clinicaltrials_intervention_type,previous_drug_type,new_pipeline_scope,scope_reason,scope_method,scope_confidence,dashboard_eligible,manual_review_required
Matching Placebo (Gantenerumab),matching placebo gantenerumab,NCT01760005; NCT04623242,DRUG,placebo_or_sham,Placebo or Comparator,placebo/sham/vehicle-control arm,rule_classification,high,False,False
Matching Placebo (Solanezumab),matching placebo solanezumab,NCT01760005; NCT04623242,DRUG,placebo_or_sham,Placebo or Comparator,placebo/sham/vehicle-control arm,rule_classification,high,False,False
E2814,e2814,NCT01760005; NCT04971733; NCT05269394; NCT06602258,DRUG,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
Lecanemab,lecanemab,NCT01760005; NCT04468659; NCT05269394; NCT05469009; NCT06384573; NCT06530732; NCT06602258; NCT07544953; NCT07688460,DRUG,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
Matching Placebo (E2814),matching placebo e2814,NCT01760005; NCT05269394,DRUG,placebo_or_sham,Placebo or Comparator,placebo/sham/vehicle-control arm,rule_classification,high,False,False
Dance Group,dance group,NCT03333837,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
Non-Group Dance,non group dance,NCT03333837,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
Social Group,social group,NCT03333837,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
No Contact,no contact,NCT03333837,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
Sodium oligo-mannurarate 600mg,sodium oligo mannurarate 600mg,NCT01453569,DRUG,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
Sodium oligo-mannurarate 900mg,sodium oligo mannurarate 900mg,NCT01453569; NCT02293915,DRUG,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
Treadmill-based Training Group,treadmill based training group,NCT06731049,OTHER,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
Dual-Task Treadmill-based Training Group,dual task treadmill based training group,NCT06731049,OTHER,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
BI 425809 dose 1,bi 425809 dose 1,NCT02788513,DRUG,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
BI 425809 dose 2,bi 425809 dose 2,NCT02788513,DRUG,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
BI 425809 dose 3,bi 425809 dose 3,NCT02788513,DRUG,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
BI 425809 dose 4,bi 425809 dose 4,NCT02788513,DRUG,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
Tauroursodeoxycholic Acid and Doxycycline,tauroursodeoxycholic acid and doxycycline,NCT01855360,DRUG,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
repetitive transcranial magnetic stimulation (rTMS),repetitive transcranial magnetic stimulation rtms,NCT01504958; NCT04045990; NCT04294888; NCT07667478,DEVICE,device,Non-Drug Intervention,intervention type is DEVICE,rule_type,high,False,False
MindPod Dolphin,mindpod dolphin,NCT04073225,DEVICE,device,Non-Drug Intervention,intervention type is DEVICE,rule_type,high,False,False
10 Keys to Healthy Aging,10 keys to healthy aging,NCT04073225,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
Levodopa,levodopa,NCT00306124,DRUG,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
Human Nerve Growth Factor,human nerve growth factor,NCT00017940,GENETIC,investigational_therapeutic_unverified,Needs Review,GENETIC intervention type with no clear evidence of gene therapy vs. genetic testing/genotyping,rule_type,low,False,True
Intergenerational Music Program,intergenerational music program,NCT04645017,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
Longevinex brand resveratrol supplement,longevinex brand resveratrol supplement,NCT00743743,DIETARY_SUPPLEMENT,investigational_therapeutic_unverified,Non-Drug Intervention,dietary supplement / nutraceutical — excluded from the default therapeutic view unless curated as a genuine investigational program (data/reference/intervention_scope_overrides.csv),rule_type,medium,False,False
placebo,placebo,NCT00596024; NCT00608946; NCT00678431; NCT00743743; NCT01001637; NCT01122329; NCT01669876; NCT01811381; NCT02778581; NCT02912936; NCT02991235; NCT03094546; NCT03514875; NCT03531684; NCT03611439; NCT03691519; NCT03847714; NCT03991195; NCT04065061; NCT04094129; NCT04213391; NCT04279418; NCT04396015; NCT04972643; NCT05015374; NCT06681948; NCT06770309; NCT06895525; NCT06898476; NCT07059871; NCT07741773,DIETARY_SUPPLEMENT,placebo_or_sham,Placebo or Comparator,placebo/sham/vehicle-control arm,rule_classification,high,False,False
LNK-754,lnk 754,NCT01013610,DRUG,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
Photobiomodulation,photobiomodulation,NCT07222449; NCT07224607,DEVICE,device,Non-Drug Intervention,intervention type is DEVICE,rule_type,high,False,False
Sham (No Treatment),sham no treatment,NCT06680154; NCT07222449,DEVICE,placebo_or_sham,Placebo or Comparator,placebo/sham/vehicle-control arm,rule_classification,high,False,False
MedicijnWijs,medicijnwijs,NCT05321485,OTHER,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
MSDC-0160,msdc 0160,NCT01374438,DRUG,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
KNOW,know,NCT05143255,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
UCB-J,ucb j,NCT04871074,DRUG,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
MRI Scan,mri scan,NCT02664571; NCT04871074,DEVICE,procedure,Non-Drug Intervention,clinical procedure or imaging exam,rule_type,high,False,False
PET Scan,pet scan,NCT03371420; NCT04871074,DEVICE,procedure,Non-Drug Intervention,clinical procedure or imaging exam,rule_type,high,False,False
Transcranial Magnetic Stimulation,transcranial magnetic stimulation,NCT02204969; NCT04012346; NCT04549155; NCT06379100; NCT07192913,DEVICE,device,Non-Drug Intervention,intervention type is DEVICE,rule_type,high,False,False
High level of signal manipulation,high level of signal manipulation,NCT04240561,DEVICE,device,Non-Drug Intervention,intervention type is DEVICE,rule_type,high,False,False
Low level of signal manipulation,low level of signal manipulation,NCT04240561,DEVICE,device,Non-Drug Intervention,intervention type is DEVICE,rule_type,high,False,False
[18F] Flutemetamol,18f flutemetamol,NCT01053312; NCT01092546; NCT01165554; NCT01202994; NCT01265394; NCT01672827; NCT02813070,DRUG,diagnostic_or_imaging_agent,Diagnostic Agent,matches a curated diagnostic/imaging tracer name,rule_classification,high,False,False
Placebo donepezil,placebo donepezil,NCT00866060,DRUG,placebo_or_sham,Placebo or Comparator,placebo/sham/vehicle-control arm,rule_classification,high,False,False
Placebo memantine,placebo memantine,NCT00866060,DRUG,placebo_or_sham,Placebo or Comparator,placebo/sham/vehicle-control arm,rule_classification,high,False,False
18F-OP-801,18f op 801,NCT05395624,DRUG,investigational_therapeutic_unverified,Diagnostic Agent,isotope-labeled tracer name (18F/11C-style notation) combined with diagnostic study context (ClinicalTrials.gov Primary Purpose: DIAGNOSTIC and/or explicit PET/SPECT/radioligand/imaging wording in the trial's title or brief summary),rule_keyword,high,False,False
Recombinant Novel Coronavirus Vaccine (Adenovirus Type 5 Vector),recombinant novel coronavirus vaccine adenovirus type 5 vector,NCT04313127; NCT04398147; NCT04526990; NCT04566770; NCT04840992; NCT05169008,BIOLOGICAL,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
ALZ-801,alz 801,NCT04693520,DRUG,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
selfBACK,selfback,NCT03798288,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
Usual care,usual care,NCT02913664; NCT03047694; NCT03208491; NCT03360552; NCT03786471; NCT03798288; NCT04270474; NCT04439097; NCT04851691; NCT05827094; NCT06631742; NCT07073066; NCT07548073,OTHER,other,Non-Drug Intervention,"non-treatment control arm (e.g. no intervention / untreated / usual care), not a product",rule_classification,high,False,False
sleep surgery,sleep surgery,NCT05433883,PROCEDURE,procedure,Non-Drug Intervention,clinical procedure or imaging exam,rule_type,high,False,False
Rivastigmine transdermal patch,rivastigmine transdermal patch,NCT00099242; NCT00219232; NCT00423085; NCT00622713; NCT00731224; NCT01025466; NCT01529619,DRUG,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
Reminyl retard,reminyl retard,NCT00637442,DRUG,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
Lu AF87908,lu af87908,NCT04149860,DRUG,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
real-rTMS,real rtms,NCT05984446,DEVICE,device,Non-Drug Intervention,intervention type is DEVICE,rule_type,high,False,False
sham-rTMS,sham rtms,NCT04263194; NCT05468268; NCT05872243; NCT05984446; NCT06538311; NCT06670820; NCT06956300; NCT07324161,DEVICE,placebo_or_sham,Placebo or Comparator,placebo/sham/vehicle-control arm,rule_classification,high,False,False
Exergaming on Dividat Senso,exergaming on dividat senso,NCT06631742,OTHER,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
respite platform,respite platform,NCT01639586,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
Day care,day care,NCT01639586,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
No access to a respite structure,no access to a respite structure,NCT01639586,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
Improving Dementia Care,improving dementia care,NCT07526480,OTHER,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
Enhanced Usual Care,enhanced usual care,NCT07526480,OTHER,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
Brain PET scan,brain pet scan,NCT01992380; NCT02016560; NCT02051764; NCT02278354; NCT02278367; NCT03322462; NCT03467477; NCT03901105; NCT04468347; NCT04474405,PROCEDURE,procedure,Non-Drug Intervention,clinical procedure or imaging exam,rule_type,high,False,False
Clinical-neurological and neuropsychological tests,clinical neurological and neuropsychological tests,NCT03939286,OTHER,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
Blood sampling,blood sampling,NCT03939286,DIAGNOSTIC_TEST,uncertain,Diagnostic Agent,intervention type is DIAGNOSTIC_TEST,rule_type,medium,False,True
Assessment of physical activity via fitness tracker/diary,assessment of physical activity via fitness tracker diary,NCT03939286,OTHER,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
MRI-examinations,mri examinations,NCT03939286,OTHER,procedure,Non-Drug Intervention,clinical procedure or imaging exam,rule_type,high,False,False
Partnered Rhythmic Rehabilitation (PRR),partnered rhythmic rehabilitation prr,NCT04029623,OTHER,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
Group walking (WALK),group walking walk,NCT04029623,OTHER,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
Octagam 10%,octagam 10,NCT00812565; NCT03319810,BIOLOGICAL,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
Positive Psychology Intervention,positive psychology intervention,NCT07289061,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
Treatment as usual (TAU),treatment as usual tau,NCT04672798; NCT07289061,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
human umbilical cord blood derived mesenchymal stem cells,human umbilical cord blood derived mesenchymal stem cells,NCT01297218; NCT02054208; NCT03172117; NCT04954534,BIOLOGICAL,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
Normal saline 2mL,normal saline 2ml,NCT02054208; NCT03172117,OTHER,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
Trazodone,trazodone,NCT00000179; NCT01142258; NCT05282550,DRUG,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
