nct_id,title,phase_clean,drug_type,target,status_clean,is_aribio,developed_drug,developed_drug_normalized,drug_classification,classification_reason,official_pipeline_match,official_source_url,verification_status,classification_confidence,needs_manual_review,pipeline_scope,scope_reason,scope_method,scope_confidence,manual_review_required,diagnostic_subtype
NCT02172612,A Pilot Study to Reduce Inappropriate Anticholinergic Prescribing in the Elderly,NA,Non-Drug/Behavioral,Other,Trial Completed,False,Arm 1 Education Session,arm 1 education session,investigational_therapeutic_unverified,sole investigational candidate identified (Arm 1 Education Session); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT06182930,Education of Caregivers of Alzheimer's Patients,NA,Non-Drug/Behavioral,Other,Unknown,False,"Within the scope of the research, caregivers will be given face-to-face training in 2 sessions, 15 days apart.",within the scope of the research caregivers will be given face to face training in 2 sessions 15 days apart,investigational_therapeutic_unverified,"sole investigational candidate identified (Within the scope of the research, caregivers will be given face-to-face training in 2 sessions, 15 days apart.); not yet confirmed via official pipeline",False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT07600320,Fareon Open Label Device Clinical Trial,NA,Device,Other,Active,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT01577394,Oculomotor Testing in the Differential Diagnosis of Dementia,Phase 3,Non-Drug/Behavioral,Other,Trial Completed,False,oculomotor measurements,oculomotor measurements,investigational_therapeutic_unverified,sole investigational candidate identified (oculomotor measurements); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT00633841,Tolerability and Safety of Subcutaneous Administration of AFFITOPE AD02 in Mild to Moderate Alzheimer's Disease,Phase 1,Biologic,Amyloid,Trial Completed,False,AFFITOPE AD02,affitope ad02,investigational_therapeutic_unverified,sole investigational candidate identified (AFFITOPE AD02); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT06514001,A Study of AMDX-2011P in Participants With Alzheimer's Disease,Phase 2,Small Molecule,Other,Active,False,AMDX-2011P,amdx 2011p,investigational_therapeutic_unverified,sole investigational candidate identified (AMDX-2011P); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT06619795,Combined Effect of tDCS and Motor or Cognitive Activity in Patients With Alzheimer's Disease,NA,Device,Other,Discontinued,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT04629495,Rapamycin - Effects on Alzheimer's and Cognitive Health,Phase 2,Small Molecule,Other,Active,False,Rapamycin,rapamycin,investigational_therapeutic_unverified,sole investigational candidate identified (Rapamycin); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT03352739,Fornix and NbM as Targets of Stimulation In Alzheimer's Disease,NA,Device,Other,Unknown,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT05544201,Transcranial Alternating Current Stimulation (TACS) for Sleep Disturbances in Neurocognitive Disorders Due to Alzheimer's Disease,NA,Device,Neuropsychiatric,Trial Completed,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT05006781,The Dose Finding Study of DAOIB Added to tDCS for AD,Phase 2,Small Molecule,Other,Discontinued,False,DAOIB,daoib,investigational_therapeutic_unverified,sole investigational candidate identified (DAOIB); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT02319681,"Reminiscence, Anxiety and Early Alzheimer's Disease",NA,Non-Drug/Behavioral,Neuropsychiatric,Discontinued,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT02675270,Rehabilitation and Prophylaxis of Anomia in Primary Progressive Aphasia,NA,Non-Drug/Behavioral,Other,Trial Completed,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT05604183,Hyperspectral Retinal Observations for the Cross-sectional Detection of Alzheimer's Disease,NA,Non-Drug/Behavioral,Other,Unknown,False,Test of cognitive ability on computer with CoGNIT software,test of cognitive ability on computer with cognit software,investigational_therapeutic_unverified,sole investigational candidate identified (Test of cognitive ability on computer with CoGNIT software); not yet confirmed via official pipeline,False,,no_match,medium,True,Diagnostic Agent,intervention type is DIAGNOSTIC_TEST,rule_type,medium,True,
NCT06391853,Investigating Brain Insulin Resistance in Alzheimer Disease with IntraNasal Insulin : a Multimodal Neuroimaging Study,NA,Small Molecule,Metabolism,Discontinued,False,Insulin,insulin,investigational_therapeutic_unverified,sole investigational candidate identified (Insulin); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT03333837,Improvisational Movement for People With Memory Loss and Their Caregivers,NA,Non-Drug/Behavioral,Other,Trial Completed,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT04642339,"Clinical Trial of the Immunogenicity, Safety, and Efficacy of the Gam-COVID-Vac Vaccine Against COVID-19 in Venezuela",Phase 3,Biologic,Other,Unknown,False,Gam-COVID-Vac,gam covid vac,investigational_therapeutic_unverified,sole investigational candidate identified (Gam-COVID-Vac); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT04517877,Caring Light Project for Family Caregivers,Phase 2,Non-Drug/Behavioral,Other,Trial Completed,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT04315337,Improving Everyday Task Performance Through Repeated Practice in Virtual Reality.,NA,Non-Drug/Behavioral,Other,Trial Completed,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT02833870,Non-pharmacological Care of Alzheimer's Disease: Benefice of Musical Interventions,NA,Non-Drug/Behavioral,Other,Trial Completed,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT02227953,A Pilot Study of tDCS for Mild to Moderate Alzhemier's Disease,NA,Device,Other,Unknown,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT03129269,Cognitive Function and Prevalence of Amyloid Marker in Frail Older Adults,NA,Non-Drug/Behavioral,Amyloid,Trial Completed,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT04555941,The Effects of Intermittent Theta Burst Stimulation in MCI and Early AD,Phase 2,Device,Other,Trial Completed,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT01001637,Efficacy and Safety of Curcumin Formulation in Alzheimer's Disease,NA,Dietary Supplement,Other,Discontinued,False,Curcumin Formulation,curcumin formulation,investigational_therapeutic_unverified,sole investigational candidate identified (Curcumin Formulation); not yet confirmed via official pipeline,False,,no_match,medium,True,Non-Drug Intervention,dietary supplement / nutraceutical — excluded from the default therapeutic view unless curated as a genuine investigational program (data/reference/intervention_scope_overrides.csv),rule_type,medium,False,
