NCT Number,Sponsor,Study Title,intervention_type,intervention_name,normalized_name,classification,classification_reason,official_pipeline_match,matched_pipeline_drug,official_source_url,verification_status,confidence,needs_manual_review,pipeline_scope,scope_reason,scope_method,scope_confidence,manual_review_required,diagnostic_subtype
NCT03073876,NYU Langone Health,Detecting an Early Response to Donepezil With Measures of Visual Attention,DRUG,Donepezil Hydrochloride,donepezil hydrochloride,investigational_therapeutic_unverified,"only non-placebo therapeutic in the trial; approved Alzheimer's medicine with no combination partner found, so it may be the treatment under study",False,,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT03073876,NYU Langone Health,Detecting an Early Response to Donepezil With Measures of Visual Attention,DRUG,Placebo,placebo,placebo_or_sham,name indicates a placebo/sham/vehicle-control arm,False,,,not_applicable,high,False,Placebo or Comparator,placebo/sham/vehicle-control arm,rule_classification,high,False,
NCT00743743,Medical College of Wisconsin,Pilot Study of the Effects of Resveratrol Supplement in Mild-to-moderate Alzheimer's Disease,DIETARY_SUPPLEMENT,Longevinex brand resveratrol supplement,longevinex brand resveratrol supplement,investigational_therapeutic_unverified,"sole plausible therapeutic candidate in this trial (all other interventions are placebo/diagnostic/procedural/device/behavioral), but lacks an official sponsor-pipeline match",False,,,no_match,medium,True,Non-Drug Intervention,dietary supplement / nutraceutical — excluded from the default therapeutic view unless curated as a genuine investigational program (data/reference/intervention_scope_overrides.csv),rule_type,medium,False,
NCT00743743,Medical College of Wisconsin,Pilot Study of the Effects of Resveratrol Supplement in Mild-to-moderate Alzheimer's Disease,DIETARY_SUPPLEMENT,placebo,placebo,placebo_or_sham,name indicates a placebo/sham/vehicle-control arm,False,,,not_applicable,high,False,Placebo or Comparator,placebo/sham/vehicle-control arm,rule_classification,high,False,
NCT02052947,Hospices Civils de Lyon,Co-LEsions in Alzheimer Disease and Related Disorders,RADIATION,SPECT-DaTscan,spect datscan,procedure,intervention type or name indicates a clinical procedure or imaging exam,False,,,not_applicable,high,False,Non-Drug Intervention,RADIATION-type intervention with no imaging evidence in its name — confirm manually,rule_type,low,True,
NCT00040443,RespireRx,Efficacy And Safety Of CX516 In Elderly Participants With Mild Cognitive Impairment.,DRUG,CX516,cx516,investigational_therapeutic_unverified,no confirmed pipeline match; name resembles a sponsor development code or matches a known investigational compound list,False,,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT00040443,RespireRx,Efficacy And Safety Of CX516 In Elderly Participants With Mild Cognitive Impairment.,DRUG,Placebo,placebo,placebo_or_sham,name indicates a placebo/sham/vehicle-control arm,False,,,not_applicable,high,False,Placebo or Comparator,placebo/sham/vehicle-control arm,rule_classification,high,False,
NCT04841135,"University Hospital, Montpellier",Blood Microbiota Signature of Alzheimer's Disease,OTHER,Multiomics quantification,multiomics quantification,uncertain,"no pipeline match, not a recognized development-code pattern or known compound, and not an approved background medicine; multiple unresolved therapeutic candidates in this trial",False,,,no_match,low,True,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,True,
NCT04841135,"University Hospital, Montpellier",Blood Microbiota Signature of Alzheimer's Disease,OTHER,Polysomnography,polysomnography,uncertain,"no pipeline match, not a recognized development-code pattern or known compound, and not an approved background medicine; multiple unresolved therapeutic candidates in this trial",False,,,no_match,low,True,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,True,
NCT05270408,University of Texas Southwestern Medical Center,Noninvasive Brain Stimulation in Mild Cognitive Impairment and Dementia,DEVICE,Active Transcranial direct current stimulation (STARStim 8),active transcranial direct current stimulation starstim 8,device,intervention type is DEVICE,False,,,not_applicable,high,False,Non-Drug Intervention,intervention type is DEVICE,rule_type,high,False,
NCT05270408,University of Texas Southwestern Medical Center,Noninvasive Brain Stimulation in Mild Cognitive Impairment and Dementia,DEVICE,Active Transcranial direct current stimulation (STARStim 8),active transcranial direct current stimulation starstim 8,device,intervention type is DEVICE,False,,,not_applicable,high,False,Non-Drug Intervention,intervention type is DEVICE,rule_type,high,False,
NCT05270408,University of Texas Southwestern Medical Center,Noninvasive Brain Stimulation in Mild Cognitive Impairment and Dementia,DEVICE,Sham Transcranial direct current stimulation (STARStim 8),sham transcranial direct current stimulation starstim 8,placebo_or_sham,name indicates a placebo/sham/vehicle-control arm,False,,,not_applicable,high,False,Placebo or Comparator,placebo/sham/vehicle-control arm,rule_classification,high,False,
NCT03799991,Johns Hopkins University,Vestibular Therapy in Alzheimer's Disease,BEHAVIORAL,Vestibular physical therapy,vestibular physical therapy,behavioral,intervention type or name indicates a behavioral/non-drug activity,False,,,not_applicable,high,False,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,
NCT03799991,Johns Hopkins University,Vestibular Therapy in Alzheimer's Disease,BEHAVIORAL,Active control,active control,behavioral,intervention type or name indicates a behavioral/non-drug activity,False,,,not_applicable,high,False,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,
NCT01073228,FORUM Pharmaceuticals Inc,Safety and Cognitive Function Study of EVP-6124 in Patients With Mild to Moderate Alzheimer's Disease,DRUG,EVP-6124,evp 6124,investigational_therapeutic_unverified,no confirmed pipeline match; name resembles a sponsor development code or matches a known investigational compound list,False,,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT01073228,FORUM Pharmaceuticals Inc,Safety and Cognitive Function Study of EVP-6124 in Patients With Mild to Moderate Alzheimer's Disease,DRUG,Placebo,placebo,placebo_or_sham,name indicates a placebo/sham/vehicle-control arm,False,,,not_applicable,high,False,Placebo or Comparator,placebo/sham/vehicle-control arm,rule_classification,high,False,
NCT01137799,"Janssen Pharmaceutica N.V., Belgium",The Effect of JNJ-39393406 on Event Related Potentials in Stable Schizophrenic Patients,DRUG,JNJ-39393406,jnj 39393406,investigational_therapeutic_unverified,no confirmed pipeline match; name resembles a sponsor development code or matches a known investigational compound list,False,,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT01137799,"Janssen Pharmaceutica N.V., Belgium",The Effect of JNJ-39393406 on Event Related Potentials in Stable Schizophrenic Patients,DRUG,placebo,placebo,placebo_or_sham,name indicates a placebo/sham/vehicle-control arm,False,,,not_applicable,high,False,Placebo or Comparator,placebo/sham/vehicle-control arm,rule_classification,high,False,
NCT01137799,"Janssen Pharmaceutica N.V., Belgium",The Effect of JNJ-39393406 on Event Related Potentials in Stable Schizophrenic Patients,DRUG,JNJ-39393406,jnj 39393406,investigational_therapeutic_unverified,no confirmed pipeline match; name resembles a sponsor development code or matches a known investigational compound list,False,,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT01137799,"Janssen Pharmaceutica N.V., Belgium",The Effect of JNJ-39393406 on Event Related Potentials in Stable Schizophrenic Patients,DRUG,JNJ-39393406,jnj 39393406,investigational_therapeutic_unverified,no confirmed pipeline match; name resembles a sponsor development code or matches a known investigational compound list,False,,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT01137799,"Janssen Pharmaceutica N.V., Belgium",The Effect of JNJ-39393406 on Event Related Potentials in Stable Schizophrenic Patients,DRUG,JNJ-39393406,jnj 39393406,investigational_therapeutic_unverified,no confirmed pipeline match; name resembles a sponsor development code or matches a known investigational compound list,False,,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT01137799,"Janssen Pharmaceutica N.V., Belgium",The Effect of JNJ-39393406 on Event Related Potentials in Stable Schizophrenic Patients,DRUG,JNJ-39393406,jnj 39393406,investigational_therapeutic_unverified,no confirmed pipeline match; name resembles a sponsor development code or matches a known investigational compound list,False,,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT05973448,"University of North Carolina, Chapel Hill",The Nightlight Falls Prevention Study,OTHER,Novel Lighting Condition,novel lighting condition,uncertain,"no pipeline match, not a recognized development-code pattern or known compound, and not an approved background medicine; multiple unresolved therapeutic candidates in this trial",False,,,no_match,low,True,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,True,
NCT05973448,"University of North Carolina, Chapel Hill",The Nightlight Falls Prevention Study,OTHER,Control Lighting Condition,control lighting condition,uncertain,"no pipeline match, not a recognized development-code pattern or known compound, and not an approved background medicine; multiple unresolved therapeutic candidates in this trial",False,,,no_match,low,True,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,True,
NCT05628636,Cerecin,AC-OLE-01-VA Tolerability Study in Healthy Participants Under Different Dosing Conditions,DRUG,AC-OLE-01-VA,ac ole 01 va,investigational_therapeutic_unverified,"sole plausible therapeutic candidate in this trial (all other interventions are placebo/diagnostic/procedural/device/behavioral), but lacks an official sponsor-pipeline match",False,,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT04070378,"Marc L Gordon, MD",Study of Daratumumab in Patients With Mild to Moderate Alzheimer's Disease,DRUG,Daratumumab Injection,daratumumab injection,investigational_therapeutic_unverified,"sole plausible therapeutic candidate in this trial (all other interventions are placebo/diagnostic/procedural/device/behavioral), but lacks an official sponsor-pipeline match",False,,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
